,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change
0,2022-11-04,WTC/USDT,0.2651,,0.2732,,0.2641,,0.2717,
1,2022-11-05,WTC/USDT,0.2716,0.02451904941531491,0.2774,0.015373352855051259,0.269,0.018553578190079634,0.2707,-0.003680529996319515
2,2022-11-06,WTC/USDT,0.2704,-0.004418262150221008,0.2708,-0.023792357606344572,0.257,-0.044609665427509326,0.258,-0.04691540450683407
3,2022-11-07,WTC/USDT,0.258,-0.04585798816568032,0.2706,-0.0007385524372229835,0.257,0.0,0.2669,0.03449612403100777
4,2022-11-08,WTC/USDT,0.2672,0.0356589147286821,0.2681,-0.009238728750923908,0.21,-0.18287937743190663,0.2172,-0.18621206444361194
5,2022-11-09,WTC/USDT,0.217,-0.18787425149700598,0.217,-0.19060052219321155,0.1568,-0.2533333333333333,0.1656,-0.23756906077348072
6,2022-11-10,WTC/USDT,0.1656,-0.23686635944700463,0.207,-0.04608294930875578,0.1647,0.05038265306122458,0.1995,0.20471014492753636
7,2022-11-11,WTC/USDT,0.1996,0.20531400966183577,0.2017,-0.025603864734299542,0.1794,0.08925318761384338,0.1849,-0.07318295739348368
8,2022-11-12,WTC/USDT,0.185,-0.07314629258517036,0.1863,-0.07635101636093211,0.1771,-0.012820512820512775,0.1824,-0.013520822065981597
9,2022-11-13,WTC/USDT,0.1824,-0.014054054054054022,0.1895,0.01717659688674189,0.1756,-0.008469791078486777,0.1783,-0.02247807017543868
10,2022-11-14,WTC/USDT,0.1783,-0.02247807017543868,0.1822,-0.03852242744063328,0.1693,-0.03587699316628701,0.1787,0.002243409983174516
11,2022-11-15,WTC/USDT,0.1782,-0.0005608524957935179,0.19,0.04281009879253572,0.1776,0.049025398700531575,0.1835,0.026860660324566243
12,2022-11-16,WTC/USDT,0.1836,0.030303030303030498,0.2018,0.06210526315789466,0.1824,0.027027027027026973,0.1925,0.04904632152588562
13,2022-11-17,WTC/USDT,0.1925,0.048474945533768965,0.2084,0.03270564915758167,0.1916,0.05043859649122795,0.1972,0.024415584415584224
