,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change
0,2022-11-04,ZEN/USDT,13.32,,14.4,,13.15,,14.37,
1,2022-11-05,ZEN/USDT,14.36,0.0780780780780781,15.12,0.04999999999999982,14.01,0.06539923954372617,14.35,-0.0013917884481559062
2,2022-11-06,ZEN/USDT,14.35,-0.0006963788300835549,14.69,-0.028439153439153375,13.66,-0.024982155603140543,13.69,-0.045993031358884995
3,2022-11-07,ZEN/USDT,13.69,-0.045993031358884995,14.06,-0.04288631722260039,13.37,-0.021229868228404114,13.69,0.0
4,2022-11-08,ZEN/USDT,13.68,-0.0007304601899196239,13.88,-0.012802275960170695,10.35,-0.22587883320867608,11.44,-0.16435354273192115
5,2022-11-09,ZEN/USDT,11.43,-0.16447368421052633,11.5,-0.17146974063400577,8.9,-0.14009661835748788,9.24,-0.1923076923076923
6,2022-11-10,ZEN/USDT,9.23,-0.19247594050743655,10.89,-0.053043478260869525,9.07,0.019101123595505642,10.71,0.15909090909090917
7,2022-11-11,ZEN/USDT,10.69,0.15817984832069332,10.84,-0.0045913682277319845,9.74,0.07386990077177513,10.45,-0.024276377217553824
8,2022-11-12,ZEN/USDT,10.45,-0.022450888681010306,10.45,-0.0359778597785978,9.72,-0.002053388090349051,10.04,-0.03923444976076562
9,2022-11-13,ZEN/USDT,10.03,-0.040191387559808556,10.75,0.028708133971292016,9.88,0.016460905349794164,10.49,0.044820717131474286
10,2022-11-14,ZEN/USDT,10.48,0.04486540378863424,11.33,0.05395348837209313,9.74,-0.014170040485830038,11.0,0.04861773117254531
11,2022-11-15,ZEN/USDT,10.98,0.04770992366412208,11.23,-0.008826125330979706,10.63,0.09137577002053399,10.86,-0.01272727272727281
12,2022-11-16,ZEN/USDT,10.85,-0.011839708561020124,10.96,-0.024042742653606397,10.05,-0.054562558795860805,10.15,-0.06537753222836085
13,2022-11-17,ZEN/USDT,10.15,-0.06451612903225801,10.29,-0.06113138686131403,9.94,-0.010945273631840946,9.98,-0.016748768472906406
14,2022-11-18,ZEN/USDT,9.98,-0.016748768472906406,10.23,-0.005830903790087327,9.73,-0.021126760563380143,9.78,-0.020040080160320772
15,2022-11-19,ZEN/USDT,9.79,-0.019038076152304684,9.79,-0.043010752688172116,9.34,-0.04008221993833505,9.42,-0.036809815950920144
16,2022-11-20,ZEN/USDT,9.42,-0.037793667007150034,9.54,-0.025536261491317713,8.72,-0.06638115631691643,8.78,-0.06794055201698523
17,2022-11-21,ZEN/USDT,8.78,-0.06794055201698523,8.85,-0.07232704402515722,8.35,-0.04243119266055062,8.67,-0.01252847380410016
18,2022-11-22,ZEN/USDT,8.67,-0.01252847380410016,9.57,0.08135593220338988,8.41,0.007185628742514938,9.4,0.08419838523644763
19,2022-11-23,ZEN/USDT,9.4,0.08419838523644763,10.14,0.059561128526645746,9.32,0.10820451843043988,9.6,0.02127659574468077
20,2022-11-24,ZEN/USDT,9.61,0.022340425531914843,9.85,-0.02859960552268248,9.3,-0.0021459227467810482,9.34,-0.027083333333333348
21,2022-11-25,ZEN/USDT,9.33,-0.02913631633714875,9.38,-0.04771573604060897,9.07,-0.02473118279569897,9.26,-0.008565310492505307
22,2022-11-26,ZEN/USDT,9.26,-0.007502679528403,9.88,0.05330490405117261,9.26,0.02094818081587646,9.61,0.03779697624190059
23,2022-11-27,ZEN/USDT,9.62,0.0388768898488121,9.89,0.0010121457489877805,9.39,0.01403887688984895,9.57,-0.004162330905306932
24,2022-11-28,ZEN/USDT,9.57,-0.005197505197505059,9.76,-0.013144590495450026,9.07,-0.03407880724174661,9.59,0.002089864158829613
25,2022-11-29,ZEN/USDT,9.59,0.002089864158829613,9.97,0.021516393442623016,9.42,0.03858875413450935,9.65,0.006256517205422307
26,2022-11-30,ZEN/USDT,9.66,0.007299270072992803,10.16,0.01905717151454356,9.66,0.02547770700636942,10.08,0.04455958549222805
27,2022-12-01,ZEN/USDT,10.08,0.04347826086956519,10.31,0.014763779527559029,9.94,0.02898550724637672,10.18,0.009920634920634885
28,2022-12-02,ZEN/USDT,10.18,0.009920634920634885,10.76,0.04364694471386987,10.07,0.01307847082494984,10.67,0.048133595284872266
29,2022-12-03,ZEN/USDT,10.68,0.04911591355599221,10.99,0.021375464684014966,10.63,0.055610724925521327,10.8,0.012183692596063889
30,2022-12-04,ZEN/USDT,10.8,0.011235955056179803,11.11,0.01091901728844391,10.55,-0.007525870178739402,10.95,0.01388888888888884
31,2022-12-05,ZEN/USDT,10.96,0.014814814814814836,11.09,-0.0018001800180017513,10.61,0.005687203791469031,10.73,-0.020091324200913085
32,2022-12-06,ZEN/USDT,10.73,-0.02098540145985406,11.11,0.0018034265103696878,10.5,-0.010367577756833168,10.53,-0.018639328984156656
33,2022-12-07,ZEN/USDT,10.53,-0.018639328984156656,10.66,-0.04050405040504046,9.94,-0.053333333333333344,10.01,-0.04938271604938271
34,2022-12-08,ZEN/USDT,10.02,-0.04843304843304841,10.44,-0.0206378986866792,9.84,-0.010060362173038184,10.22,0.020979020979021046
35,2022-12-09,ZEN/USDT,10.22,0.019960079840319445,10.33,-0.010536398467432928,10.07,0.023373983739837456,10.15,-0.006849315068493178
36,2022-12-10,ZEN/USDT,10.16,-0.005870841487279899,11.18,0.0822846079380446,10.14,0.006951340615690249,10.23,0.007881773399014858
37,2022-12-11,ZEN/USDT,10.23,0.006889763779527547,10.42,-0.06797853309481217,10.17,0.002958579881656709,10.19,-0.003910068426197566
38,2022-12-12,ZEN/USDT,10.18,-0.00488758553274693,10.22,-0.019193857965451033,9.72,-0.04424778761061943,10.22,0.0029440628066732533
39,2022-12-13,ZEN/USDT,10.22,0.003929273084479545,10.37,0.014677103718199414,9.8,0.008230452674897082,10.37,0.014677103718199414
40,2022-12-14,ZEN/USDT,10.37,0.014677103718199414,10.55,0.017357762777242103,10.08,0.02857142857142847,10.21,-0.015429122468659462
41,2022-12-15,ZEN/USDT,10.21,-0.015429122468659462,10.36,-0.018009478672985857,9.96,-0.011904761904761862,10.23,0.0019588638589618235
42,2022-12-16,ZEN/USDT,10.22,0.0009794319294809117,10.37,0.0009652509652509078,8.78,-0.11847389558232946,9.0,-0.12023460410557185
43,2022-12-17,ZEN/USDT,9.0,-0.11937377690802353,10.41,0.0038572806171650598,8.57,-0.023917995444191265,8.99,-0.0011111111111110628
44,2022-12-18,ZEN/USDT,8.98,-0.0022222222222221255,9.0,-0.13544668587896258,8.55,-0.002333722287047757,8.62,-0.04115684093437166
45,2022-12-19,ZEN/USDT,8.63,-0.03897550111358572,8.91,-0.010000000000000009,8.13,-0.0491228070175439,8.26,-0.0417633410672853
46,2022-12-20,ZEN/USDT,8.26,-0.042873696407879636,8.78,-0.014590347923681302,8.21,0.009840098400984099,8.73,0.056900726392251855
47,2022-12-21,ZEN/USDT,8.72,0.05569007263922532,8.73,-0.005694760820045386,8.45,0.029232643118148438,8.62,-0.012600229095074633
48,2022-12-22,ZEN/USDT,8.62,-0.01146788990825709,8.73,0.0,8.44,-0.0011834319526626835,8.72,0.011600928074246175
49,2022-12-23,ZEN/USDT,8.74,0.013921113689095321,8.98,0.028636884306987298,8.66,0.026066350710900466,8.96,0.02752293577981657
50,2022-12-24,ZEN/USDT,8.95,0.024027459954233388,9.03,0.0055679287305121505,8.88,0.025404157043879882,9.01,0.005580357142856984
51,2022-12-25,ZEN/USDT,9.01,0.006703910614525244,9.2,0.01882613510520481,8.94,0.006756756756756577,9.13,0.013318534961154427
52,2022-12-26,ZEN/USDT,9.13,0.013318534961154427,9.59,0.04239130434782612,9.11,0.019015659955257336,9.35,0.02409638554216853
53,2022-12-27,ZEN/USDT,9.34,0.02300109529025174,9.43,-0.016684045881126153,9.03,-0.008781558726673966,9.15,-0.021390374331550777
54,2022-12-28,ZEN/USDT,9.15,-0.020342612419700146,9.24,-0.020148462354188656,8.79,-0.02657807308970106,8.86,-0.031693989071038375
55,2022-12-29,ZEN/USDT,8.87,-0.030601092896174964,9.02,-0.023809523809523836,8.7,-0.010238907849829282,8.91,0.0056433408577878375
56,2022-12-30,ZEN/USDT,8.91,0.004509582863585271,9.06,0.004434589800443645,8.75,0.005747126436781658,9.04,0.01459034792368108
57,2022-12-31,ZEN/USDT,9.05,0.015712682379349197,9.26,0.02207505518763786,8.97,0.025142857142857133,9.22,0.019911504424778848
58,2023-01-01,ZEN/USDT,9.23,0.019889502762430844,9.48,0.023758099352051865,9.16,0.021181716833890585,9.41,0.02060737527114953
59,2023-01-02,ZEN/USDT,9.4,0.018418201516793076,9.53,0.0052742616033754075,9.23,0.007641921397379958,9.4,-0.0010626992561104665
60,2023-01-03,ZEN/USDT,9.4,0.0,9.44,-0.009443861490031513,8.98,-0.02708559046587211,9.0,-0.042553191489361764
61,2023-01-04,ZEN/USDT,9.0,-0.042553191489361764,9.37,-0.007415254237288171,8.83,-0.016703786191536785,9.0,0.0
62,2023-01-05,ZEN/USDT,8.99,-0.0011111111111110628,9.25,-0.012806830309498363,8.69,-0.015855039637599155,8.73,-0.029999999999999916
63,2023-01-06,ZEN/USDT,8.73,-0.028921023359288034,8.78,-0.05081081081081085,8.3,-0.04487917146144982,8.49,-0.027491408934707917
64,2023-01-07,ZEN/USDT,8.49,-0.027491408934707917,8.74,-0.004555808656036331,8.36,0.0072289156626503814,8.42,-0.008244994110718551
65,2023-01-08,ZEN/USDT,8.43,-0.007067137809187329,8.78,0.004576659038901587,8.23,-0.015550239234449648,8.71,0.03444180522565321
66,2023-01-09,ZEN/USDT,8.72,0.03440094899169632,9.22,0.05011389521640108,8.65,0.051032806804374164,8.9,0.021814006888633664
67,2023-01-10,ZEN/USDT,8.9,0.020642201834862428,9.19,-0.0032537960954448497,8.74,0.010404624277456698,8.92,0.0022471910112358273
68,2023-01-11,ZEN/USDT,8.93,0.003370786516853963,8.98,-0.02285092491838947,8.42,-0.03661327231121281,8.82,-0.011210762331838486
69,2023-01-12,ZEN/USDT,8.82,-0.012318029115341522,9.44,0.05122494432071267,8.56,0.016627078384798155,9.26,0.049886621315192725
70,2023-01-13,ZEN/USDT,9.26,0.049886621315192725,10.06,0.06567796610169507,9.0,0.051401869158878455,9.9,0.06911447084233258
71,2023-01-14,ZEN/USDT,9.9,0.06911447084233258,10.67,0.060636182902584324,9.38,0.04222222222222238,10.47,0.05757575757575761
