,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change
0,1667520000000,YGG/USDT,0.3064,,0.4839,,0.3047,,0.3831,
1,1667606400000,YGG/USDT,0.3829,0.24967362924281988,0.478,-0.012192601777226697,0.35,0.14867082376107632,0.3693,-0.03602192638997648
2,1667692800000,YGG/USDT,0.3695,-0.03499608252807529,0.3707,-0.22447698744769873,0.3389,-0.031714285714285695,0.341,-0.07663146493365824
3,1667779200000,YGG/USDT,0.3406,-0.07821380243572396,0.3496,-0.056919341785810484,0.3175,-0.06314547064030684,0.3229,-0.05307917888563052
4,1667865600000,YGG/USDT,0.323,-0.05167351732237224,0.3299,-0.05635011441647597,0.2326,-0.26740157480314963,0.2559,-0.20749458036543822
5,1667952000000,YGG/USDT,0.2552,-0.20990712074303408,0.2621,-0.20551682327978182,0.201,-0.13585554600171967,0.2082,-0.18640093786635414
6,1668038400000,YGG/USDT,0.2084,-0.18338557993730398,0.2626,0.0019076688286914223,0.2041,0.015422885572139222,0.248,0.191162343900096
7,1668124800000,YGG/USDT,0.2481,0.19049904030710163,0.28,0.06626047220106646,0.2274,0.11415972562469379,0.2507,0.010887096774193417
8,1668211200000,YGG/USDT,0.2517,0.0145102781136639,0.2523,-0.09892857142857148,0.2277,0.0013192612137205018,0.2315,-0.07658556043079368
9,1668297600000,YGG/USDT,0.232,-0.07826777910210558,0.242,-0.040824415378517775,0.2178,-0.0434782608695653,0.2267,-0.020734341252699795
10,1668384000000,YGG/USDT,0.226,-0.025862068965517238,0.2278,-0.05867768595041323,0.207,-0.04958677685950419,0.2186,-0.03573003970004418
11,1668470400000,YGG/USDT,0.2187,-0.03230088495575223,0.2353,0.03292361720807735,0.2175,0.050724637681159424,0.2249,0.02881976212259829
12,1668556800000,YGG/USDT,0.2248,0.027892089620484617,0.2316,-0.015724606884827907,0.2151,-0.011034482758620623,0.2203,-0.020453534904401938
13,1668643200000,YGG/USDT,0.2205,-0.019128113879003594,0.2225,-0.03929188255613125,0.2134,-0.007903300790330081,0.218,-0.010440308669995457
14,1668729600000,YGG/USDT,0.2176,-0.01315192743764182,0.2212,-0.00584269662921344,0.2124,-0.004686035613870709,0.2155,-0.011467889908256867
15,1668816000000,YGG/USDT,0.2154,-0.010110294117646967,0.2345,0.06012658227848089,0.2094,-0.01412429378531077,0.2201,0.02134570765661259
16,1668902400000,YGG/USDT,0.2202,0.02228412256267398,0.25,0.06609808102345416,0.2117,0.010983763132760282,0.2144,-0.02589731940027251
17,1668988800000,YGG/USDT,0.2145,-0.02588555858310626,0.2168,-0.13280000000000003,0.2023,-0.04440245630609352,0.2103,-0.019123134328358327
18,1669075200000,YGG/USDT,0.2106,-0.018181818181818077,0.2134,-0.01568265682656822,0.1932,-0.04498269896193774,0.208,-0.010936757013789822
19,1669161600000,YGG/USDT,0.2082,-0.01139601139601143,0.2445,0.14573570759137766,0.2068,0.07039337474120089,0.2292,0.101923076923077
20,1669248000000,YGG/USDT,0.2295,0.1023054755043229,0.2322,-0.05030674846625771,0.2142,0.03578336557059947,0.2175,-0.05104712041884807
21,1669334400000,YGG/USDT,0.2174,-0.052723311546840956,0.2185,-0.059000861326442666,0.2044,-0.045751633986928164,0.2124,-0.02344827586206899
22,1669420800000,YGG/USDT,0.2124,-0.022999080036798514,0.2226,0.01876430205949653,0.2106,0.03033268101761255,0.2145,0.009887005649717562
23,1669507200000,YGG/USDT,0.214,0.007532956685498915,0.2249,0.010332434860736761,0.2133,0.012820512820512775,0.2151,0.002797202797202969
24,1669593600000,YGG/USDT,0.2148,0.0037383177570093906,0.2176,-0.03245887060915964,0.205,-0.038912330051570576,0.2128,-0.010692701069270227
25,1669680000000,YGG/USDT,0.2128,-0.009310986964618295,0.2189,0.0059742647058824705,0.2109,0.028780487804878074,0.2151,0.010808270676691878
26,1669766400000,YGG/USDT,0.2151,0.010808270676691878,0.2348,0.07263590680676102,0.2149,0.018966334755808445,0.2296,0.06741050674105065
27,1669852800000,YGG/USDT,0.2297,0.06787540678754045,0.2315,-0.014054514480408842,0.2204,0.025593299208934495,0.2254,-0.018292682926829285
28,1669939200000,YGG/USDT,0.2258,-0.016978667827601157,0.254,0.09719222462203025,0.2214,0.00453720508166966,0.2432,0.07897071872227146
29,1670025600000,YGG/USDT,0.2434,0.07794508414526136,0.272,0.07086614173228356,0.2344,0.0587172538392049,0.2353,-0.03248355263157887
30,1670112000000,YGG/USDT,0.2352,-0.033689400164338634,0.2458,-0.09632352941176481,0.2321,-0.009812286689419802,0.2389,0.015299617509562324
31,1670198400000,YGG/USDT,0.2391,0.01658163265306123,0.2527,0.028071602929210737,0.2269,-0.022404136148212017,0.2298,-0.038091251569694395
32,1670284800000,YGG/USDT,0.2298,-0.038895859473023875,0.2396,-0.051840126632370254,0.2298,0.012780960775672146,0.2344,0.020017406440382857
33,1670371200000,YGG/USDT,0.2344,0.020017406440382857,0.2389,-0.002921535893155247,0.2168,-0.056570931244560585,0.2191,-0.06527303754266212
34,1670457600000,YGG/USDT,0.219,-0.0656996587030717,0.2329,-0.025115110925073236,0.2173,0.0023062730627305683,0.226,0.031492469192149875
35,1670544000000,YGG/USDT,0.226,0.03196347031963476,0.2358,0.012451696006869906,0.2246,0.03359410952600084,0.2283,0.010176991150442571
36,1670630400000,YGG/USDT,0.2285,0.01106194690265494,0.2312,-0.019508057675996726,0.2226,-0.008904719501335756,0.2241,-0.018396846254927768
37,1670716800000,YGG/USDT,0.224,-0.01969365426695846,0.233,0.007785467128027745,0.2201,-0.011230907457322581,0.2207,-0.015171798304328354
38,1670803200000,YGG/USDT,0.2208,-0.014285714285714346,0.2213,-0.05021459227467817,0.2093,-0.049068605179463765,0.2148,-0.026733121884911726
39,1670889600000,YGG/USDT,0.215,-0.026268115942028936,0.221,-0.0013556258472661176,0.2036,-0.02723363592928818,0.218,0.014897579143389184
40,1670976000000,YGG/USDT,0.2176,0.01209302325581385,0.2201,-0.004072398190045345,0.2061,0.012278978388998052,0.2101,-0.03623853211009165
41,1671062400000,YGG/USDT,0.21,-0.03492647058823528,0.2146,-0.02498864152657876,0.2048,-0.006307617661329479,0.2083,-0.008567348881485026
42,1671148800000,YGG/USDT,0.2085,-0.0071428571428571175,0.2136,-0.004659832246039164,0.1743,-0.14892578125,0.1784,-0.14354296687470003
43,1671235200000,YGG/USDT,0.1784,-0.1443645083932853,0.1894,-0.11329588014981273,0.1727,-0.009179575444635768,0.1888,0.058295964125560484
44,1671321600000,YGG/USDT,0.1886,0.05717488789237657,0.1895,0.000527983104540608,0.1795,0.0393746381007527,0.1807,-0.04290254237288138
45,1671408000000,YGG/USDT,0.1812,-0.03923647932131491,0.1834,-0.03218997361477571,0.1578,-0.12089136490250696,0.1613,-0.10736026563364698
46,1671494400000,YGG/USDT,0.1612,-0.11037527593818974,0.1737,-0.05288985823336978,0.1612,0.021546261089987473,0.1695,0.05083694978301301
47,1671580800000,YGG/USDT,0.1695,0.051488833746898166,0.1706,-0.01784686240644784,0.1632,0.012406947890818865,0.1654,-0.024188790560472073
48,1671667200000,YGG/USDT,0.1655,-0.02359882005899705,0.1695,-0.00644783118405623,0.1609,-0.014093137254902133,0.1649,-0.0030229746070132846
49,1671753600000,YGG/USDT,0.165,-0.0030211480362537513,0.1709,0.008259587020648773,0.1632,0.014294592914854132,0.1671,0.013341419041843494
50,1671840000000,YGG/USDT,0.1671,0.012727272727272698,0.18,0.05324751316559384,0.1662,0.018382352941176405,0.1693,0.013165769000598404
51,1671926400000,YGG/USDT,0.1693,0.013165769000598404,0.1759,-0.022777777777777786,0.1673,0.00661853188929018,0.17,0.0041346721795629815
52,1672012800000,YGG/USDT,0.1702,0.005316007088009389,0.1747,-0.006822057987492913,0.1685,0.0071727435744173285,0.1713,0.00764705882352934
53,1672099200000,YGG/USDT,0.1713,0.006462984723854426,0.1725,-0.012593016599885543,0.165,-0.020771513353115778,0.1676,-0.021599532983070713
54,1672185600000,YGG/USDT,0.1676,-0.021599532983070713,0.1677,-0.02782608695652178,0.1589,-0.036969696969696986,0.1602,-0.04415274463007157
55,1672272000000,YGG/USDT,0.1603,-0.043556085918854404,0.162,-0.03398926654740597,0.1568,-0.013215859030837107,0.1594,-0.00499375780274669
56,1672358400000,YGG/USDT,0.1593,-0.006238303181534621,0.1611,-0.005555555555555647,0.157,0.0012755102040815647,0.1601,0.004391468005018773
57,1672444800000,YGG/USDT,0.1604,0.0069052102950406535,0.1692,0.05027932960893855,0.1601,0.01974522292993619,0.1624,0.014366021236726922
58,1672531200000,YGG/USDT,0.1621,0.010598503740648413,0.1661,-0.018321513002364065,0.161,0.0056214865708932304,0.1649,0.015394088669950845
59,1672617600000,YGG/USDT,0.165,0.017890191239975373,0.1716,0.0331125827814569,0.1614,0.002484472049689268,0.169,0.02486355366889037
60,1672704000000,YGG/USDT,0.169,0.024242424242424176,0.1696,-0.011655011655011704,0.1642,0.0173482032218093,0.1658,-0.018934911242603603
61,1672790400000,YGG/USDT,0.1654,-0.02130177514792908,0.194,0.14386792452830188,0.1653,0.006699147381242332,0.177,0.06755126658624833
62,1672876800000,YGG/USDT,0.1772,0.071342200725514,0.1802,-0.07113402061855678,0.1706,0.03206291591046573,0.174,-0.016949152542372947
63,1672963200000,YGG/USDT,0.174,-0.018058690744921058,0.1753,-0.02719200887902329,0.1676,-0.017584994138335253,0.1753,0.00747126436781631
64,1673049600000,YGG/USDT,0.1749,0.005172413793103514,0.2016,0.15002852253280086,0.1747,0.04236276849642007,0.1795,0.023958927552766518
65,1673136000000,YGG/USDT,0.1798,0.028016009148084553,0.1925,-0.04513888888888884,0.1763,0.009158557527189526,0.1904,0.06072423398328697
66,1673222400000,YGG/USDT,0.1905,0.059510567296996664,0.2099,0.09038961038961046,0.1878,0.06522972206466249,0.1927,0.012079831932773066
67,1673308800000,YGG/USDT,0.1927,0.011548556430446277,0.2333,0.11148165793234877,0.1884,0.0031948881789138905,0.2077,0.07784120394395422
68,1673395200000,YGG/USDT,0.2082,0.080435910742086,0.2131,-0.0865837976853836,0.1954,0.03715498938428863,0.2043,-0.016369764082811655
69,1673481600000,YGG/USDT,0.2044,-0.018251681075888593,0.21,-0.014547160957297134,0.195,-0.0020470829068576224,0.2069,0.012726382770435585
70,1673568000000,YGG/USDT,0.2069,0.012230919765166437,0.23,0.09523809523809534,0.2031,0.041538461538461524,0.2263,0.09376510391493476
71,1673654400000,YGG/USDT,0.2261,0.09279845335911063,0.2652,0.1530434782608694,0.2185,0.07582471688823245,0.2323,0.026513477684489528
72,1673740800000,YGG/USDT,0.2324,0.02786377708978338,0.279,0.05203619909502266,0.221,0.011441647597254079,0.2549,0.09728798966853214
73,1673827200000,YGG/USDT,0.2546,0.09552495697074015,0.2709,-0.02903225806451626,0.2359,0.06742081447963799,0.2437,-0.04393879952922719
74,1673913600000,YGG/USDT,0.2439,-0.04202670856245083,0.2556,-0.056478405315614544,0.2324,-0.014836795252225587,0.2364,-0.029954862535904847
75,1674000000000,YGG/USDT,0.2366,-0.02993029930299307,0.2435,-0.04733959311424096,0.2072,-0.10843373493975905,0.2123,-0.10194585448392557
76,1674086400000,YGG/USDT,0.2125,-0.1018596787827557,0.222,-0.08829568788501019,0.2097,0.012065637065637125,0.2187,0.03014601978332565
77,1674172800000,YGG/USDT,0.2187,0.02917647058823536,0.2469,0.11216216216216224,0.2145,0.022889842632331847,0.2422,0.10745313214449004
78,1674259200000,YGG/USDT,0.2427,0.10973936899862813,0.268,0.08545970028351557,0.235,0.09557109557109555,0.2365,-0.02353426919900914
79,1674345600000,YGG/USDT,0.2363,-0.026370004120313095,0.2656,-0.008955223880597107,0.2343,-0.0029787234042552013,0.2606,0.10190274841437641
80,1674432000000,YGG/USDT,0.2611,0.10495133305120596,0.3108,0.17018072289156638,0.2611,0.11438326931284681,0.2752,0.056024558710667804
81,1674518400000,YGG/USDT,0.2751,0.0536193029490617,0.2813,-0.09491634491634504,0.2351,-0.09957870547682879,0.244,-0.1133720930232558
82,1674604800000,YGG/USDT,0.2438,-0.11377680843329707,0.2619,-0.06896551724137923,0.2309,-0.017864738409187564,0.2554,0.04672131147540992
